,Aqueous species id,Compound name,Charge,ΔfG° (kJ/mol),ΔfH° (kJ/mol),ΔfS° (kJ/K/mol),Cp° (kJ/K/mol),compound_id,dgf_obs
251,CHB_17044_-1,D-sorbitol 6-phosphate,-1,-1829.75,,,,CHB_17044,-1829.75
252,CHB_16077_-1,glucose 1-phosphate,-1,-1793.98,,,,CHB_16077,-1793.98
253,CHB_4141_-1,D-galactose 6-phosphate,-1,-1793.57,,,,CHB_4141,-1793.57
254,CHB_37480_-1,D-galactose 1-phosphate,-1,-1791.77,,,,CHB_37480,-1791.77
255,CHB_35374_-1,D-mannose 1-phosphate,-1,-1791.32,,,,CHB_35374,-1791.32
256,CHB_16938_-1,"D-glucono-1,5-lactone 6-phosphate",-1,-1782.73,,,,CHB_16938,-1782.73
257,CHB_86279_-1,D-arabinose 5-phosphate,-1,-1636.53,,,,CHB_86279,-1636.53
258,CHB_17363_-1,D-ribulose 5-phosphate,-1,-1633.5,,,,CHB_17363,-1633.5
259,CHB_18110_-1,3-phosphonooxypyruvate,-1,-1505.8,,,,CHB_18110,-1505.8
260,MAN_10201_-1,2-deoxy-D-ribose 5-phosphate,-1,-1486.11,,,,MAN_10201,-1486.11
261,CHB_11563_-1,2-deoxy--D-ribose 1-phosphate,-1,-1478.02,,,,CHB_11563,-1478.02
262,CHB_15811_-1,O-phospho-L-serine,-1,-1397.51,,,,CHB_15811,-1397.51
263,CHB_16108_-1,glycerone phosphate,-1,-1328.8,,,,CHB_16108,-1328.8
264,CHB_29052_-1,D-glyceraldehyde-3-phosphate,-1,-1321.14,,,,CHB_29052,-1321.14
265,CHB_15350_-1,acetyl phosphate,-1,-1269.08,,,,CHB_15350,-1269.08
266,CHB_16087_-1,isocitrate,-1,-1219.47,,,,CHB_16087,-1219.47
267,CHB_16810_-1,2-oxoglutarate,-1,-820.1,,,,CHB_16810,-820.1
268,CHB_30744_-1,keto-oxaloacetate,-1,-818.2,,,,CHB_30744,-818.2
269,CHB_30719_-1,2-methylmaleate,-1,-636.49,,,,CHB_30719,-636.49
270,CHB_30780_-1,maleate,-1,-627.6,,,,CHB_30780,-627.6
271,CHB_16283_-1,cystine,-1,-620.8,,,,CHB_16283,-620.8
272,CHB_17201_-1,glycylglycine,-1,-473.6,,,,CHB_17201,-473.6
273,CHB_16821_-1,oxoproline,-1,-469.15,,,,CHB_16821,-469.15
274,CHB_30956_-1,Trichloroacetic acid,-1,-427.35376,-530.02912,,0.064852,CHB_30956,-427.35376
275,CHB_36386_-1,Dichloroacetic acid,-1,-408.06552,-515.38512,,0.05188160000000001,CHB_36386,-408.06552
276,CHB_17775_-1,urate,-1,-356.9,,,,CHB_17775,-356.9
277,CHB_16919_-1,creatine,-1,-177.6,,,,CHB_16919,-177.6
278,CHB_17368_-1,hypoxanthine,-1,140.3,,,,CHB_17368,140.3
279,CHB_16708_-1,adenine,-1,369.7,,,,CHB_16708,369.7
280,CHB_15713_0,UTP,0,-3403.18192,-4116.244304,-2.39169252,0.9315676,CHB_15713,-3403.18192
281,CHB_18077_0,dTTP,0,-3269.25208,-3991.6196800000002,-2.4229005999999997,0.9578431200000002,CHB_18077,-3269.25208
282,CHB_17625_0,dUTP,0,-3262.8923999999997,-3935.767464,-2.25689972,0.8947484000000001,CHB_17625,-3262.8923999999997
283,CHB_17677_0,CTP,0,-3188.5845600000002,-3917.537776,-2.44498918,0.9414,CHB_17677,-3188.5845600000002
284,CHB_18009_0,NADP,0,-3119.53,-4243.7,-3.7706535,0.8934,CHB_18009,-3119.53
285,CHB_16474_0,NADPH,0,-3100.49,-4270.3,-3.9239335,1.009,CHB_16474,-3100.49
286,CHB_15996_0,GTP,0,-3085.61632,-3867.530608,-2.62263154,1.05503744,CHB_15996,-3085.61632
287,CHB_16311_0,dCTP,0,-3048.33688,-3741.554552,-2.32513326,0.903744,CHB_16311,-3048.33688
288,CHB_16497_0,dGTP,0,-2943.2348,-3706.0951520000003,-2.5587157,1.02072864,CHB_16497,-2943.2348
289,CHB_15422_0,ATP,0,-2838.844,-3592.1857520000003,-2.52679178,1.0461673599999999,CHB_15422,-2838.844
290,CHB_16284_0,dATP,0,-2691.1488000000004,-3416.7129760000003,-2.4336297800000004,1.00976656,CHB_16284,-2691.1488000000004
291,CHB_17659_0,UDP,0,-2533.964288,-3141.22168,-2.0368218,0.60195208,CHB_17659,-2533.964288
292,CHB_18075_0,dTDP,0,-2400.385904,-3007.9445440000004,-2.0378214,0.63090536,CHB_18075,-2400.385904
293,CHB_28850_0,dUDP2-,0,-2393.6873200000005,-2965.050176,-1.9164219599999999,0.56500736,CHB_28850,-2393.6873200000005
294,CHB_17239_0,CDP,0,-2319.270696,-2940.6741920000004,-2.08350774,0.6080188799999999,CHB_17239,-2319.270696
295,CHB_15846_0,NAD,0,-2230.11,-3244.97,-3.4041954999999997,0.7937000000000001,CHB_15846,-2230.11
296,CHB_16908_0,NADH,0,-2216.43,-3266.56,-3.5222755,0.9142,CHB_16908,-2216.43
297,CHB_17552_0,GDP,0,-2216.3401120000003,-2890.072896,-2.2597693800000003,0.7266771200000001,CHB_17552,-2216.3401120000003
298,CHB_28846_0,dCDP,0,-2178.993728,-2764.502688,-1.96386102,0.56864744,CHB_28846,-2178.993728
299,CHB_28862_0,dGDP,0,-2073.962776,-2728.63744,-2.19585354,0.68734752,CHB_28862,-2073.962776
300,CHB_18361_0,diphosphate,0,-2029.85,-2281.17,-0.8429314103639108,0.24601920000000002,CHB_18361,-2029.85
301,CHB_16761_0,ADP,0,-1969.613816,-2615.4435040000003,-2.16618898,0.70860224,CHB_16761,-1969.613816
302,CHB_16174_0,dADP,0,-1821.893512,-2439.958176,-2.07306882,0.67220144,CHB_16174,-1821.893512
303,CHB_16695_0,UMP,0,-1659.6672800000001,-2168.617408,-1.70709692,0.39622480000000004,CHB_16695,-1659.6672800000001
304,CHB_52742_0,D-ribose 5-phosphate,0,-1636.08,-2037.74,-1.347638,0.37910000000000005,CHB_52742,-1636.08
305,CHB_28189_0,isomaltose,0,-1587.71,-2244.48,-2.2028173740000003,,CHB_28189,-1587.71
306,CHB_17306_0,maltose,0,-1574.69,-2238.06,-2.224953882,,CHB_17306,-1574.69
307,CHB_36219_0,lactose,0,-1567.33,-2233.08,-2.2329364409999997,,CHB_36219,-1567.33
308,CHB_17992_0,sucrose,0,-1564.7,-2199.87,-2.130370619,,CHB_17992,-1564.7
309,CHB_63528_0,dTMP,0,-1526.1725760000002,-2036.218912,-1.71077428,0.42601488,CHB_63528,-1526.1725760000002
310,CHB_17622_0,dUMP,0,-1519.557672,-1992.780624,-1.58728284,0.35911272000000005,CHB_17622,-1519.557672
311,CHB_17361_0,CMP,0,-1444.890008,-1968.1954400000002,-1.7552472600000002,0.40191504000000006,CHB_17361,-1444.890008
312,CHB_16171_0,nicotinamide mononucleotide,0,-1379.86,-1886.01,-1.6977470000000001,0.30910000000000004,CHB_16171,-1379.86
313,CHS_8149841_0,nicotinamide mononucleotide(reduced),0,-1379.15,-1933.54,-1.8595270000000002,0.3633,CHS_8149841,-1379.15
314,CHB_17345_0,guanosine 5 '-phosphate,0,-1342.1686240000001,-1918.472784,-1.93301514,0.51806288,CHB_17345,-1342.1686240000001
315,CHB_15918_0,dCMP,0,-1304.82224,-1793.320976,-1.6384874999999999,0.36229256000000004,CHB_15918,-1304.82224
316,CHB_30769_0,citrate,0,-1243.4011200000002,-1525.1809680000001,-0.9451162399999999,0.47270832,CHB_30769,-1243.4011200000002
317,CHB_16192_0,dGMP,0,-1199.749448,-1758.752768,-1.87499874,0.47890064,CHB_16192,-1199.749448
318,CHB_26078_0,orthophospate,0,-1149.367,-1294.12,-0.4855039409693108,0.09865872,CHB_26078,-1149.367
319,CHB_16027_0,AMP,0,-1091.258328,-1642.671872,-1.84951818,0.50212184,CHB_16027,-1091.258328
320,CHB_17713_0,dAMP,0,-947.261784,-1466.3497439999999,-1.74112642,0.46559552000000004,CHB_17713,-947.261784
321,CHB_4167_0,D-glucose,0,-915.9,-1262.19,-1.162476,0.363,CHB_4167,-915.9
322,CHB_37721_0,D-fructose,0,-915.51,-1259.38,-1.154376,0.352,CHB_37721,-915.51
323,CHB_48674_0,Sorbose,0,-911.95,-1263.3,-1.179376,0.352,CHB_48674,-911.95
324,CHB_4208_0,D-mannose,0,-910.99,-1258.66,-1.167076,0.34,CHB_4208,-910.99
325,CHB_4139_0,D-galactose,0,-908.93,-1255.2,-1.162376,0.379,CHB_4139,-908.93
326,CHB_16704_0,uridine,0,-759.404368,-1147.721408,-1.30247844,0.39806576,CHB_16704,-759.404368
327,CHB_45506_0,D-ribose,0,-752.0279760000001,-1034.000288,-0.990139191682039,0.27806864,CHB_45506,-752.0279760000001
328,CHB_53455_0,D-xylose,0,-750.49,-1045.74,-0.9910800000000001,0.276,CHB_53455,-750.49
329,CHB_28543_0,D-lyxose,0,-749.14,-1046.69,-0.99798,0.282,CHB_28543,-749.14
330,CHS_388344_0,D-xylulose,0,-746.15,-1029.65,-0.95168,0.319,CHS_388344,-746.15
331,CHB_30031_0,succinate,0,-743.9152,-912.112,-0.5646408,0.2230072,CHB_30031,-743.9152
332,CHB_46994_0,D-arabinose,0,-742.23,-1043.79,-1.01228,0.281,CHB_46994,-742.23
333,CHB_17859_0,glutaric acid,0,-739.64752,-934.87296,-0.6554552,0.2681944,CHB_17859,-739.64752
334,CHB_28552_0,D-ribulose,0,-735.94,-1023.02,-0.96368,0.319,CHB_28552,-735.94
335,CHB_30794_0,malonic acid,0,-733.9572800000001,-869.7280800000001,-0.4558352,0.16066560000000002,CHB_30794,-733.9572800000001
336,CHB_29985_0,L-glutamate,0,-724.0412000000001,-982.48688,-0.8668077,0.18200400000000003,CHB_29985,-724.0412000000001
337,CHB_29991_0,L-aspartate,0,-721.7818400000001,-947.00656,-0.75540802,0.1355616,CHB_29991,-721.7818400000001
338,CHB_16995_0,oxalate-2,0,-705.58976,-814.1227200000001,-0.3640213315,0.0949768,CHB_16995,-705.58976
339,CHB_9300_0,suberic acid,0,-704.96216,-994.7878400000001,-0.9730856,0.5129584,CHB_9300,-704.96216
340,CHB_48131_0,azelaic acid,0,-684.7534400000001,-1007.0888,-1.0823096,0.6016592000000001,CHB_48131,-684.7534400000001
341,CHB_41865_0,sebacic acid,0,-674.62816,-1029.264,-1.1906968,0.69036,CHB_41865,-674.62816
342,CHB_29806_0,fumarate,0,-645.8,-774.88,-0.432936441,,CHB_29806,-645.8
343,CHB_17748_0,thymidine,0,-625.742304,-1014.988192,-1.3056118799999998,0.4242576,CHB_17748,-625.742304
344,CHB_17544_0,bicarbonate,0,-623.11,-699.63,-0.2566493375817542,0.0641396761139071,CHB_17544,-623.11
345,CHB_16450_0,Deoxyuridine,0,-619.1274000000001,-971.549904,-1.1821204399999998,0.35999136000000004,CHB_16450,-619.1274000000001
346,MAN_10204_0,Deoxyribose,0,-604.307672,-857.874808,-0.8504851200000001,0.23497343999999998,MAN_10204,-604.307672
347,CHB_17562_0,cytidine,0,-544.668936,-948.26176,-1.35372494,0.40325392,CHB_17562,-544.668936
348,CHB_16004_0,(R)-lactate,0,-534.7152000000001,-686.176,-0.5086248,0.2790728,CHB_16004,-534.7152000000001
349,CHB_29805_0,glycolate,0,-528.8575999999999,-648.05976,-0.40023759999999997,0.190372,CHB_29805,-528.8575999999999
350,CHB_18050_0,L-glutamine,0,-528.3555200000001,-802.74224,-0.9203135600000001,0.18325919999999998,CHB_18050,-528.3555200000001
351,CHB_1148_0,2-hydroxybutanoate,0,-526.138,-709.89928,-0.6170119999999999,0.36777360000000003,CHB_1148,-526.138
352,CHB_17196_0,L-asparagine,0,-525.05016,-764.4168000000001,-0.80284708,0.1288672,CHB_17196,-525.05016
353,CHB_17201_0,glycylglycine,0,-520.2,-734.25,-0.717927218,,CHB_17201,-520.2
354,CHB_17115_0,L-serine,0,-518.52312,-721.4052800000001,-0.6804803399999999,0.11631520000000001,CHB_17115,-518.52312
355,CHB_60647_0,2-hydroxypentanoic acid,0,-517.5608000000001,-733.62256,-0.7253991999999999,0.4564744,CHB_60647,-517.5608000000001
356,CHB_86542_0,2-hydroxyhexanoic acid,0,-508.9836,-757.3458400000001,-0.8337863999999999,0.5451752,CHB_86542,-508.9836
357,CHB_16643_0,L-methionine,0,-502.58208,-746.92768,-0.81953626,0.29580880000000004,CHB_16643,-502.58208
358,CHB_16857_0,L-threonine,0,-501.36872000000005,-748.68496,-0.8294941800000001,0.2096184,CHB_16857,-501.36872000000005
359,CHB_73752_0,2-hydroxyheptanoic acid,0,-500.4064,-781.06912,-0.9421735999999999,0.633876,CHB_73752,-500.4064
360,CHB_17754_0,glycerol,0,-497.48,-676.55,-0.600603723,,CHB_17754,-497.48
361,CHB_86543_0,2-hydroxyoctanoic acid,0,-491.8292,-804.7924,-1.0505608,0.7225767999999999,CHB_86543,-491.8292
362,CHB_73753_0,2-hydroxynonanoic acid,0,-483.33567999999997,-828.5156800000001,-1.158948,0.8112776,CHB_73753,-483.33567999999997
363,PBC_21488_0,2-hydroxydecanoic acid,0,-474.80032,-852.2389600000001,-1.2673352,0.8999784,PBC_21488,-474.80032
364,CHB_16750_0,guanosine,0,-441.69651200000004,-897.585152,-1.52914978,0.5225816000000001,CHB_16750,-441.69651200000004
365,CHB_17596_0,inosine,0,-409.15,-819.84,-1.37746101,,CHB_17596,-409.15
366,CHB_27869_0,Monochloroacetic acid,0,-404.88568,-496.30608,-0.3066245,0.1849328,CHB_27869,-404.88568
367,CHB_15698_0,Deoxycytidine,0,-404.391968,-772.0902560000001,-1.2333251,0.36517952000000004,CHB_15698,-404.391968
368,CHB_30089_0,acetate,0,-396.47584,-485.7624,-0.29933519999999997,0.168,CHB_30089,-396.47584
369,CHB_17272_0,propionate,0,-390.9948,-512.41448,-0.4077224,0.255,CHB_17272,-390.9948
370,CHB_16526_0,carbon dioxide,0,-385.974,-413.7976,-0.0933216,0.24309,CHB_16526,-385.974
371,CHB_17895_0,L-tyrosine,0,-384.0912,-659.9841600000001,-0.92536106,0.3355568,CHB_17895,-384.0912
372,CHB_30772_0,butanoate,0,-381.62264,-535.3428,-0.5161096,0.335,CHB_30772,-381.62264
373,CHB_15428_0,glycine,0,-380.53479999999996,-522.07952,-0.48081650000000004,0.0409,CHB_15428,-380.53479999999996
374,CHB_17418_0,pentanoic acid,0,-373.38016000000005,-559.35896,-0.6244968,0.417,CHB_17418,-373.38016000000005
375,CHB_15740_0,formate,0,-372.30068800000004,-425.42912,-0.1788144,0.0953952,CHB_15740,-372.30068800000004
376,CHB_16977_0,L-alanine,0,-371.58104000000003,-554.38,-0.61309178,0.141,CHB_16977,-371.58104000000003
377,CHB_30776_0,hexanoic acid,0,-364.51008,-582.78936,-0.732884,0.523,CHB_30776,-364.51008
378,CHB_35619_0,ABA (a-aminobutyric acid),0,-364.51008,-578.14512,-0.7165837,0.2221704,CHB_35619,-364.51008
379,CHB_16414_0,L-valine,0,-357.02072000000004,-612.6212800000001,-0.85727138,0.309616,CHB_16414,-357.02072000000004
380,CHB_45571_0,heptanoic acid,0,-356.47679999999997,-607.01472,-0.8412712,0.6117007999999999,CHB_45571,-356.47679999999997
381,CHB_15603_0,L-leucine,0,-352.2928,-642.6624,-0.97390106,0.3983168,CHB_15603,-352.2928
382,CHB_28837_0,n-octanoic acid,0,-349.15479999999997,-631.9932000000001,-0.9496584,0.7004016000000001,CHB_28837,-349.15479999999997
383,CHB_17191_0,L-isoleusine,0,-343.04616000000004,-634.2944,-0.9768717,0.3832544,CHB_17191,-343.04616000000004
384,CHB_29019_0,nonanoic acid,0,-339.82448000000005,-654.92152,-1.0580456,0.7891024,CHB_29019,-339.82448000000005
385,CHB_27750_0,ethyl acetate,0,-337.65,-482.0,-0.513242,0.397,CHB_27750,-337.65
386,CHB_18019_0,L-lysine,0,-337.56512,-666.63672,-1.1036655599999998,0.2669392,CHB_18019,-337.56512
387,CHB_17561_0,L-cysteine,0,-336.10072,-519.10888,-0.61380762,0.1970664,CHB_17561,-336.10072
388,CHB_30813_0,n-decanoic acid,0,-331.24728000000005,-678.6448,-1.1664328,0.8778032,CHB_30813,-331.24728000000005
389,CHB_32368_0,undecanoic acid,0,-322.71191999999996,-702.3680800000001,-1.2748199999999998,0.966504,CHB_32368,-322.71191999999996
390,CHB_30805_0,1-dodecanoic acid,0,-314.13472,-726.09136,-1.3832072,1.0552048,CHB_30805,-314.13472
391,CHB_17203_0,(S)-proline,0,-307.77504000000005,-519.2344,-0.7092277800000001,0.1785,CHB_17203,-307.77504000000005
392,CHB_17172_0,Deoxyguanosine,0,-299.319176,-737.526232,-1.46983634,0.4845072,CHB_17172,-299.319176
393,CHB_17821_0,thymine,0,-256.54196,-439.19029600000005,-0.61265236,0.23819512,CHB_17821,-256.54196
394,CHB_17568_0,uracil,0,-249.92705600000002,-395.75200800000005,-0.48911908,0.15141896,CHB_17568,-249.92705600000002
395,CHB_36635_0,4-methylbenzoic acid,0,-244.51296000000002,-402.45896000000005,-0.5298647999999999,0.4342992,CHB_36635,-244.51296000000002
396,CHB_10589_0,3-methylbenzoic acid,0,-242.50464000000002,-399.3628,-0.5256808,0.510448,CHB_10589,-242.50464000000002
397,CHB_16467_0,L-arginine,0,-239.99424000000002,-598.56304,-1.20259896,0.2820016000000001,CHB_16467,-239.99424000000002
398,CHB_15377_0,water,0,-237.14,-285.83,-0.163307060204595,0.07528,CHB_15377,-237.14
399,CHB_30746_0,benzoic acid,0,-234.84792000000002,-355.93288,-0.4068336,0.37237600000000004,CHB_30746,-234.84792000000002
400,CHB_36632_0,o-toluic acid,0,-229.15768000000003,-387.60576000000003,-0.5315384000000001,0.4953856000000001,CHB_36632,-229.15768000000003
401,CHB_17295_0,L-phenylalanine,0,-206.81512,-455.6376,-0.8345421,0.3924592,CHB_17295,-206.81512
402,CHB_27856_0,acetamide,0,-203.92816000000002,-309.11392,-0.352795036,0.167,CHB_27856,-203.92816000000002
403,CHB_16199_0,urea,0,-202.8,-317.65,-0.385208788,0.089,CHB_16199,-202.8
404,CHB_15971_0,L-histidine,0,-202.58928,-452.70880000000005,-0.8389215,0.2351408,CHB_15971,-202.58928
405,CHB_16335_0,adenosine,0,-194.55181600000003,-621.28216,-1.43134354,0.5033352,CHB_16335,-194.55181600000003
406,CHB_45422_0,propanamide,0,-194.547632,-332.8372,-0.46382234,0.256,CHB_45422,-194.547632
407,CHB_17824_0,2-propanol,0,-185.23,-330.83,-0.488344793,,CHB_17824,-185.23
408,CHB_50724_0,n-butanamide,0,-185.167104,-356.56048,-0.574849644,0.34367376,CHB_50724,-185.167104
409,CHB_16236_0,ethanol,0,-181.29272,-287.2316,-0.357596,0.263,CHB_16236,-181.29272
410,CHB_17790_0,methanol,0,-175.93720000000002,-246.31208,-0.23657599999999998,0.1581552,CHB_17790,-175.93720000000002
411,CHB_16459_0,n-pentanamide,0,-175.78657600000003,-380.28376000000003,-0.685876948,0.43028256000000004,CHB_16459,-175.78657600000003
412,CHB_28831_0,propan-1-ol,0,-175.35144,-315.13888000000003,-0.4692984,0.355,CHB_28831,-175.35144
413,PBC_12332_0,n-hexanamide,0,-166.406048,-404.00704,-0.796904252,0.51689136,PBC_12332,-166.406048
414,CHB_28885_0,1-butanol,0,-162.50656,-336.05888,-0.5827064000000001,0.447,CHB_28885,-162.50656
415,CHB_15347_0,acetone,0,-161.084,-258.23648000000003,-0.3260664,0.24141680000000001,CHB_15347,-161.084
416,CHB_44884_0,1-pentanol,0,-160.95848,-367.06232,-0.6919304,0.544,CHB_44884,-160.95848
417,PBC_136449_0,n-heptanamide,0,-157.02552,-427.73032,-0.907931556,0.6035001600000001,PBC_136449,-157.02552
418,CHB_6858_0,2-butanone,0,-153.67832,-284.00991999999997,-0.4378008,0.33639360000000007,CHB_6858,-153.67832
419,CHB_87393_0,1-hexanol,0,-148.49016,-387.81496000000004,-0.8026993124,0.6041696000000001,CHB_87393,-148.49016
420,PBC_69414_0,n-octanamide,0,-147.644992,-451.45360000000005,-1.01895886,0.69010896,PBC_69414,-147.644992
421,CHB_16472_0,2-pentanone,0,-143.88776000000001,-307.35664,-0.5491168,0.4250944,CHB_16472,-143.88776000000001
422,CHB_15343_0,acetaldehyde,0,-140.03848000000002,-210.78992000000002,-0.237344,0.1460216,CHB_15343,-140.03848000000002
423,CHB_17153_0,propanal,0,-136.94232,-239.99424000000002,-0.3457312,0.23472240000000003,CHB_17153,-136.94232
424,CHB_89206_0,2-hexanone,0,-135.89632,-331.45648000000006,-0.6558304,0.5137952,CHB_89206,-135.89632
425,CHB_16240_0,hydrogen peroxide,0,-134.01352000000003,-191.16696000000002,-0.191648499,0.04184,CHB_16240,-134.01352000000003
426,PBC_8129_0,1-heptanol,0,-133.888,-406.97768,-0.9159472749,0.7288528,PBC_8129,-133.888
427,CHB_5672_0,2-heptanone,0,-127.31912000000001,-355.17976,-0.7642175999999999,0.602496,CHB_5672,-127.31912000000001
428,CHB_16188_0,1-octanol,0,-126.566,-431.20304000000004,-1.0221128,0.81588,CHB_16188,-126.566
429,CHB_15743_0,butanal,0,-120.16448000000001,-255.51688000000001,-0.45411840000000003,0.3234232,CHB_15743,-120.16448000000001
430,CHB_87434_0,2-octanone,0,-118.74192,-378.90304000000003,-0.8726048,0.6911968,CHB_87434,-118.74192
431,CHB_45074_0,pentanal,0,-113.05168,-280.74640000000005,-0.5625055999999999,0.41212400000000005,CHB_45074,-113.05168
432,CHB_16828_0,L-tryptophan,0,-112.21488000000001,-408.31656,-0.9931083599999999,0.4167264,CHB_16828,-112.21488000000001
433,CHB_16842_0,formaldehyde,0,-109.32791999999999,-141.79576,-0.119752,0.0656888,CHB_16842,-109.32791999999999
434,CHB_88528_0,hexanal,0,-103.97240000000001,-303.96760000000006,-0.6708928,0.5008248000000001,CHB_88528,-103.97240000000001
435,CHB_34787_0,heptanal,0,-89.91416000000001,-322.20984000000004,-0.77928,0.5895256000000001,CHB_34787,-89.91416000000001
436,CHB_17935_0,octanal,0,-84.97704,-349.5732,-0.8876672,0.6782264,CHB_17935,-84.97704
437,CHB_84268_0,nonanal,0,-75.7304,-372.62704,-0.9960544,0.7669272,CHB_84268,-75.7304
438,CHB_31457_0,decanal,0,-69.4544,-398.69336000000004,-1.1044416000000001,0.855628,CHB_31457,-69.4544
439,CHB_17231_0,m-cresol,0,-58.11576,-190.62304,-0.4449792,0.4238392,CHB_17231,-58.11576
440,CHB_34241_0,"2,4 dimethylphenol",0,-54.730904,-220.3922,-0.5562952,0.4928752,CHB_34241,-54.730904
441,CHB_28054_0,o-cresol,0,-53.2414,-188.61890400000001,-0.45460239999999996,0.43011520000000003,CHB_28054,-53.2414
442,CHB_38572_0,"3,5-dimethylphenol",0,-52.12845600000001,-229.88988,-0.59688,0.5075192000000001,CHB_38572,-52.12845600000001
443,CHB_39839_0,"3,4-dimethylphenol",0,-51.312576,-227.701648,-0.5922776,0.4723736,CHB_39839,-51.312576
444,CHB_15882_0,phenol,0,-51.10756000000001,-151.96288,-0.33868400000000004,0.31045280000000003,CHB_15882,-51.10756000000001
445,PBC_7267_0,"2,5-dimethylphenol",0,-49.685,-227.69328,-0.5977168,0.5401544,PBC_7267,-49.685
446,CHB_17847_0,p-cresol,0,-48.639,-185.12108,-0.458368,0.3840912,CHB_17847,-48.639
447,CHB_17256_0,2'-deoxyadenosine,0,-46.831512000000004,-445.119024,-1.33592218,0.46526080000000003,CHB_17256,-46.831512000000004
448,PBC_10687_0,"2,3-dimethylphenol",0,-46.04492,-225.30421600000003,-0.6019008,0.5150504,PBC_10687,-46.04492
449,PBC_11335_0,"2,6-dimethylphenol",0,-45.911032,-219.42988,-0.5826544,0.4970592,PBC_11335,-45.911032
450,CHB_16040_0,Cytosine,0,-35.191624000000004,-196.29236,-0.54032374,0.17493304,CHB_16040,-35.191624000000004
451,CHB_16183_0,methane,0,-34.33,-89.04,-0.183498239,0.2773992,CHB_16183,-34.33
452,CHB_16136_0,hydrogen sulfide,0,-27.919832000000003,-37.660184,-0.037214,0.17865680000000003,CHB_16136,-27.919832000000003
453,CHB_16134_0,ammonia,0,-26.706472,-81.33696,-0.18400281998661752,0.07489359999999999,CHB_16134,-26.706472
454,CHB_23975_0,ethane,0,-17.01,-102.09,-0.285359718,0.36944720000000003,CHB_23975,-17.01
455,CHB_32879_0,propane,0,-8.213192000000001,-127.57016,-0.40031992000000005,0.4627504,CHB_32879,-8.213192000000001
456,CHB_16007_0,Methanethiol,0,-7.6985600000000005,-48.7436,-0.1376516,0.2456008,CHB_16007,-7.6985600000000005
457,PBC_6343_0,Ethanethiol,0,-4.6024,-74.55888,-0.2346351836,0.3343016000000001,PBC_6343,-4.6024
458,CHB_30363_0,2-methylpropane (isobutane),0,-3.80744,-156.4816,-0.51207524,0.56032128,CHB_30363,-3.80744
459,CHB_25462_0,n-butane,0,0.150624,-151.58632,-0.50891632,0.5602376,CHB_25462,0.150624
460,CHB_30362_0,2-methylbutane (Isopentane),0,5.573088,-180.20488,-0.623102544,0.6469300800000001,CHB_30362,5.573088
461,CHB_8473_0,Propanethiol,0,5.77392,-97.57088,-0.3464764,0.42300239999999995,CHB_8473,5.77392
462,CHB_25888_0,n-pentane,0,8.91192,-173.88704,-0.6140399999999999,0.640152,CHB_25888,8.91192
463,PBC_8012_0,Butanethiol,0,14.895040000000002,-119.78792,-0.45193479999999997,0.5117032,PBC_8012,14.895040000000002
464,CHB_88374_0,2-methylpentane,0,14.953616,-203.92816000000002,-0.734129848,0.73353888,CHB_88374,14.953616
465,CHB_15379_0,oxygen,0,16.4,-11.7,-0.0942478618145229,0.234304,CHB_15379,16.4
466,CHB_18276_0,hydrogen,0,17.723423999999998,-4.184,-0.07347786013751469,0.1669416,CHB_18276,17.723423999999998
467,CHB_29021_0,n-hexane,0,18.493280000000002,-198.32160000000002,-0.7278664,0.66,CHB_29021,18.493280000000002
468,CHB_16830_0,methylamine,0,21.08736,-68.28288,-0.30484449999999996,0.154808,CHB_16830,21.08736
469,PBC_11582_0,2-methylhexane,0,24.334144000000002,-227.65144,-0.845157152,0.82014768,PBC_11582,24.334144000000002
470,PBC_8067_0,Pentanethiol,0,25.731600000000004,-144.47352,-0.5661796,0.600404,PBC_8067,25.731600000000004
471,CHB_15862_0,ethanamine (Ethylamine),0,26.3592,-99.70472,-0.4240821,0.23765119999999998,CHB_15862,26.3592
472,CHB_32891_0,n-heptane,0,27.07048,-221.54280000000003,-0.83458,0.8217376000000001,CHB_32891,27.07048
473,CHB_39870_0,1-propanamine (propylamine),0,29.32984,-128.36512000000002,-0.5303772999999999,0.32635200000000003,CHB_39870,29.32984
474,PBC_8106_0,Hexanethiol,0,33.179120000000005,-168.19680000000002,-0.6745667999999999,0.6891048,PBC_8106,33.179120000000005
475,CHB_88849_0,2-methylheptane,0,33.714672,-251.37472,-0.9561844559999999,0.90675648,CHB_88849,33.714672
476,CHB_17590_0,n-octane,0,35.898720000000004,-248.57144,-0.9551008000000001,0.9104384,CHB_17590,35.898720000000004
477,CHB_43799_0,1-butanamine (butylamine),0,39.37144,-151.08424000000002,-0.6400197,0.411,CHB_43799,39.37144
478,PBC_15422_0,Heptanethiol,0,41.75632,-191.92008,-0.7829539999999999,0.7778056,PBC_15422,41.75632
479,PBC_18591_0,2-methyloctane,0,43.095200000000006,-275.098,-1.06721176,0.99336528,PBC_18591,43.095200000000006
480,PBC_8144_0,Octanethiol,0,50.33352000000001,-215.64336,-0.8913412,0.8665064,PBC_8144,50.33352000000001
481,CHB_74848_0,1-pentanamine (pentylamine),0,53.555200000000006,-170.0796,-0.7500805,0.5146320000000001,CHB_74848,53.555200000000006
482,PBC_15077_0,Nonanethiol,0,58.91072,-239.36664000000002,-0.9997284,0.9552072,PBC_15077,58.91072
