,charge,compound_id,nh,pka,nmg,pkmg,pkmg_is_predicted,microspecies_id,name
962,0.0,CHB_17824,8.0,,0.0,,,ms_962,2-propanol
963,-1.0,MAN_10066,17.0,,0.0,,,ms_963,2-propyl-D-glucopyranoside
964,0.0,MAN_10066,18.0,12.21,0.0,,,ms_964,2-propyl-D-glucopyranoside
965,0.0,MAN_10002,15.0,,0.0,,,ms_965,2-propylhippurate
966,-1.0,CHB_45807,5.0,,0.0,,,ms_966,2-thienylacetic acid
967,-1.0,CHB_45807,5.0,,1.0,-0.114764926896054,1.0,ms_967,2-thienylacetic acid
968,0.0,CHB_45807,6.0,4.55,0.0,,,ms_968,2-thienylacetic acid
969,-4.0,MAN_10035,10.0,,0.0,,,ms_969,2-thio-5-diphosphomevalonate
970,-4.0,MAN_10035,10.0,,1.0,3.03699211359281,1.0,ms_970,2-thio-5-diphosphomevalonate
971,-3.0,MAN_10035,11.0,6.84,0.0,,,ms_971,2-thio-5-diphosphomevalonate
972,-3.0,MAN_10035,11.0,6.84,1.0,1.62649065047648,1.0,ms_972,2-thio-5-diphosphomevalonate
973,-2.0,MAN_10035,12.0,4.45,0.0,,,ms_973,2-thio-5-diphosphomevalonate
974,-2.0,MAN_10035,12.0,4.45,1.0,-0.345207049185957,1.0,ms_974,2-thio-5-diphosphomevalonate
975,-1.0,MAN_10035,13.0,3.11,0.0,,,ms_975,2-thio-5-diphosphomevalonate
976,0.0,MAN_10035,14.0,1.69,0.0,,,ms_976,2-thio-5-diphosphomevalonate
977,0.0,PBC_150977,8.0,,0.0,,,ms_977,3-(2-furyl)acryloylimidazole
978,1.0,PBC_150977,9.0,3.14,0.0,,,ms_978,3-(2-furyl)acryloylimidazole
979,-3.0,CHB_16426,6.0,,0.0,,,ms_979,3-(imidazol-4-yl)-2-oxopropyl phosphate
980,-3.0,CHB_16426,6.0,,1.0,6.6250171952394,1.0,ms_980,3-(imidazol-4-yl)-2-oxopropyl phosphate
981,-2.0,CHB_16426,7.0,12.01,0.0,,,ms_981,3-(imidazol-4-yl)-2-oxopropyl phosphate
982,-2.0,CHB_16426,7.0,12.01,1.0,3.86134233003623,1.0,ms_982,3-(imidazol-4-yl)-2-oxopropyl phosphate
983,-1.0,CHB_16426,8.0,6.65,0.0,,,ms_983,3-(imidazol-4-yl)-2-oxopropyl phosphate
984,-1.0,CHB_16426,8.0,6.65,1.0,1.99294845421786,1.0,ms_984,3-(imidazol-4-yl)-2-oxopropyl phosphate
985,0.0,CHB_16426,9.0,6.03,0.0,,,ms_985,3-(imidazol-4-yl)-2-oxopropyl phosphate
986,0.0,CHB_16426,9.0,6.03,1.0,-0.545743020108745,1.0,ms_986,3-(imidazol-4-yl)-2-oxopropyl phosphate
987,1.0,CHB_16426,10.0,1.23,0.0,,,ms_987,3-(imidazol-4-yl)-2-oxopropyl phosphate
988,-1.0,CHS_15334833,9.0,,0.0,,,ms_988,"3,3-dimethyl-2-oxobutanoate"
989,-1.0,CHS_15334833,9.0,,1.0,0.662933526654158,1.0,ms_989,"3,3-dimethyl-2-oxobutanoate"
990,0.0,CHS_15334833,10.0,3.51,0.0,,,ms_990,"3,3-dimethyl-2-oxobutanoate"
991,-1.0,PBC_5812,2.0,,0.0,,,ms_991,"3,4,5-Trichlorobenzoate"
992,-1.0,PBC_5812,2.0,,1.0,-0.374178607309608,1.0,ms_992,"3,4,5-Trichlorobenzoate"
993,0.0,PBC_5812,3.0,3.78,0.0,,,ms_993,"3,4,5-Trichlorobenzoate"
994,-3.0,CHB_16918,3.0,,0.0,,,ms_994,"3,4,5-trihydroxybenzoate"
995,-3.0,CHB_16918,3.0,,1.0,2.38812196209387,1.0,ms_995,"3,4,5-trihydroxybenzoate"
996,-2.0,CHB_16918,4.0,11.17,0.0,,,ms_996,"3,4,5-trihydroxybenzoate"
997,-2.0,CHB_16918,4.0,11.17,1.0,1.19239450907638,1.0,ms_997,"3,4,5-trihydroxybenzoate"
998,-1.0,CHB_16918,5.0,8.97,0.0,,,ms_998,"3,4,5-trihydroxybenzoate"
999,-1.0,CHB_16918,5.0,8.97,1.0,1.476,0.0,ms_999,"3,4,5-trihydroxybenzoate"
1000,0.0,CHB_16918,6.0,4.46,0.0,,,ms_1000,"3,4,5-trihydroxybenzoate"
1001,-2.0,MAN_10093,10.0,,0.0,,,ms_1001,"3,4,5-trihydroxybenzoic acid propyl ester"
1002,-1.0,MAN_10093,11.0,11.29,0.0,,,ms_1002,"3,4,5-trihydroxybenzoic acid propyl ester"
1003,0.0,MAN_10093,12.0,8.11,0.0,,,ms_1003,"3,4,5-trihydroxybenzoic acid propyl ester"
1004,-1.0,CHB_83287,3.0,,0.0,,,ms_1004,"3,4-Dichlorobenzoate"
1005,-1.0,CHB_83287,3.0,,1.0,-0.242459175738423,1.0,ms_1005,"3,4-Dichlorobenzoate"
1006,0.0,CHB_83287,4.0,3.93,0.0,,,ms_1006,"3,4-Dichlorobenzoate"
1007,-1.0,CHB_39839,9.0,,0.0,,,ms_1007,"3,4-dimethylphenol"
1008,0.0,CHB_39839,10.0,10.5,0.0,,,ms_1008,"3,4-dimethylphenol"
1009,-1.0,PBC_5811,3.0,,0.0,,,ms_1009,"3,5-Dichlorobenzoate"
1010,-1.0,PBC_5811,3.0,,1.0,-0.484727809032371,1.0,ms_1010,"3,5-Dichlorobenzoate"
1011,0.0,PBC_5811,4.0,3.42,0.0,,,ms_1011,"3,5-Dichlorobenzoate"
1012,-1.0,CHB_38572,9.0,,0.0,,,ms_1012,"3,5-dimethylphenol"
1013,0.0,CHB_38572,10.0,10.28,0.0,,,ms_1013,"3,5-dimethylphenol"
1014,-1.0,CHB_39360,3.0,,0.0,,,ms_1014,"3,5-dinitrophenol"
1015,0.0,CHB_39360,4.0,6.24,0.0,,,ms_1015,"3,5-dinitrophenol"
1016,-1.0,MAN_10126,3.0,,0.0,,,ms_1016,"3,5-dinitrophenolsulfate"
1017,0.0,PBC_9589,7.0,,0.0,,,ms_1017,3-acetylpyridine
1018,1.0,PBC_9589,8.0,3.65,0.0,,,ms_1018,3-acetylpyridine
1019,-3.0,PBC_123927,25.0,,0.0,,,ms_1019,3-acetylpyridine adenine dinucleotide
1020,-3.0,PBC_123927,25.0,,1.0,3.39337905748158,1.0,ms_1020,3-acetylpyridine adenine dinucleotide
1021,-2.0,PBC_123927,26.0,12.62,0.0,,,ms_1021,3-acetylpyridine adenine dinucleotide
1022,-2.0,PBC_123927,26.0,12.62,1.0,2.35868164367461,1.0,ms_1022,3-acetylpyridine adenine dinucleotide
1023,-1.0,PBC_123927,27.0,11.67,0.0,,,ms_1023,3-acetylpyridine adenine dinucleotide
1024,-1.0,PBC_123927,27.0,11.67,1.0,1.02179002289182,1.0,ms_1024,3-acetylpyridine adenine dinucleotide
1025,0.0,PBC_123927,28.0,3.58,0.0,,,ms_1025,3-acetylpyridine adenine dinucleotide
1026,1.0,PBC_123927,29.0,2.0,0.0,,,ms_1026,3-acetylpyridine adenine dinucleotide
1027,2.0,PBC_123927,30.0,1.33,0.0,,,ms_1027,3-acetylpyridine adenine dinucleotide
1028,-4.0,MAN_10009,26.0,,0.0,,,ms_1028,3-acetylpyridine adenine dinucleotide(red)
1029,-4.0,MAN_10009,26.0,,1.0,3.42039612108148,1.0,ms_1029,3-acetylpyridine adenine dinucleotide(red)
1030,-3.0,MAN_10009,27.0,12.9,0.0,,,ms_1030,3-acetylpyridine adenine dinucleotide(red)
1031,-3.0,MAN_10009,27.0,12.9,1.0,1.81783630764886,1.0,ms_1031,3-acetylpyridine adenine dinucleotide(red)
1032,-2.0,MAN_10009,28.0,12.28,0.0,,,ms_1032,3-acetylpyridine adenine dinucleotide(red)
1033,-2.0,MAN_10009,28.0,12.28,1.0,0.883056494628771,1.0,ms_1033,3-acetylpyridine adenine dinucleotide(red)
1034,-1.0,MAN_10009,29.0,3.28,0.0,,,ms_1034,3-acetylpyridine adenine dinucleotide(red)
1035,0.0,MAN_10009,30.0,2.0,0.0,,,ms_1035,3-acetylpyridine adenine dinucleotide(red)
1036,1.0,MAN_10009,31.0,1.33,0.0,,,ms_1036,3-acetylpyridine adenine dinucleotide(red)
1037,-2.0,MAN_10115,14.0,,0.0,,,ms_1037,3-acetylpyridine mononucleotide
1038,-2.0,MAN_10115,14.0,,1.0,3.06278063147227,1.0,ms_1038,3-acetylpyridine mononucleotide
1039,-1.0,MAN_10115,15.0,11.72,0.0,,,ms_1039,3-acetylpyridine mononucleotide
1040,-1.0,MAN_10115,15.0,11.72,1.0,1.70636216436986,1.0,ms_1040,3-acetylpyridine mononucleotide
1041,0.0,MAN_10115,16.0,6.24,0.0,,,ms_1041,3-acetylpyridine mononucleotide
1042,0.0,MAN_10115,16.0,6.24,1.0,-0.875398152531694,1.0,ms_1042,3-acetylpyridine mononucleotide
1043,1.0,MAN_10115,17.0,1.21,0.0,,,ms_1043,3-acetylpyridine mononucleotide
1044,-1.0,CHB_42682,6.0,,0.0,,,ms_1044,3-aminobenzoic acid
1045,-1.0,CHB_42682,6.0,,1.0,0.200298196594936,1.0,ms_1045,3-aminobenzoic acid
1046,0.0,CHB_42682,7.0,4.77,0.0,,,ms_1046,3-aminobenzoic acid
1047,1.0,CHB_42682,8.0,3.25,0.0,,,ms_1047,3-aminobenzoic acid
1048,-2.0,MAN_10053,17.0,,0.0,,,ms_1048,3-aminobenzoic acid adenylate
1049,-2.0,MAN_10053,17.0,,1.0,2.8288963904548,1.0,ms_1049,3-aminobenzoic acid adenylate
1050,-1.0,MAN_10053,18.0,12.46,0.0,,,ms_1050,3-aminobenzoic acid adenylate
1051,-1.0,MAN_10053,18.0,12.46,1.0,2.16914980728186,1.0,ms_1051,3-aminobenzoic acid adenylate
1052,0.0,MAN_10053,19.0,2.79,0.0,,,ms_1052,3-aminobenzoic acid adenylate
1053,0.0,MAN_10053,19.0,2.79,1.0,0.835348717405519,1.0,ms_1053,3-aminobenzoic acid adenylate
1054,1.0,MAN_10053,20.0,1.52,0.0,,,ms_1054,3-aminobenzoic acid adenylate
1055,1.0,MAN_10053,20.0,1.52,1.0,-0.292974135356423,1.0,ms_1055,3-aminobenzoic acid adenylate
1056,2.0,MAN_10053,21.0,0.63,0.0,,,ms_1056,3-aminobenzoic acid adenylate
1057,0.0,CHB_18090,7.0,,0.0,,,ms_1057,3-aminopropionaldehyde
1058,1.0,CHB_18090,8.0,9.68,0.0,,,ms_1058,3-aminopropionaldehyde
1059,-1.0,PBC_11456,4.0,,0.0,,,ms_1059,3-Bromobenzoate
1060,-1.0,PBC_11456,4.0,,1.0,0.160650502511843,1.0,ms_1060,3-Bromobenzoate
1061,0.0,PBC_11456,5.0,3.88,0.0,,,ms_1061,3-Bromobenzoate
1062,-1.0,CHB_19984,4.0,,0.0,,,ms_1062,3-Chlorobenzoate
1063,-1.0,CHB_19984,4.0,,1.0,-0.243932702182966,1.0,ms_1063,3-Chlorobenzoate
1064,0.0,CHB_19984,5.0,3.84,0.0,,,ms_1064,3-Chlorobenzoate
1065,-3.0,CHB_53013,11.0,,0.0,,,ms_1065,3'-CMP
1066,-3.0,CHB_53013,11.0,,1.0,3.3009291640762,1.0,ms_1066,3'-CMP
1067,-2.0,CHB_53013,12.0,12.74,0.0,,,ms_1067,3'-CMP
1068,-2.0,CHB_53013,12.0,12.74,1.0,2.10986578646387,1.0,ms_1068,3'-CMP
1069,-1.0,CHB_53013,13.0,5.91,0.0,,,ms_1069,3'-CMP
1070,-1.0,CHB_53013,13.0,5.91,1.0,-0.206819445605024,1.0,ms_1070,3'-CMP
1071,0.0,CHB_53013,14.0,0.92,0.0,,,ms_1071,3'-CMP
1072,0.0,CHB_16758,13.0,,0.0,,,ms_1072,3-dehydrocarnitine
1073,0.0,CHB_16758,13.0,,1.0,-0.748269312083706,1.0,ms_1073,3-dehydrocarnitine
1074,1.0,CHB_16758,14.0,3.94,0.0,,,ms_1074,3-dehydrocarnitine
1075,-2.0,CHB_32364,8.0,,0.0,,,ms_1075,3-dehydroquinate
1076,-2.0,CHB_32364,8.0,,1.0,1.62789433844,1.0,ms_1076,3-dehydroquinate
1077,-1.0,CHB_32364,9.0,12.39,0.0,,,ms_1077,3-dehydroquinate
1078,-1.0,CHB_32364,9.0,12.39,1.0,0.513859979260786,1.0,ms_1078,3-dehydroquinate
1079,0.0,CHB_32364,10.0,3.3,0.0,,,ms_1079,3-dehydroquinate
1080,-2.0,CHB_30918,6.0,,0.0,,,ms_1080,3-dehydroshikimate
1081,-2.0,CHB_30918,6.0,,1.0,1.60445576914905,1.0,ms_1081,3-dehydroshikimate
1082,-1.0,CHB_30918,7.0,12.42,0.0,,,ms_1082,3-dehydroshikimate
1083,-1.0,CHB_30918,7.0,12.42,1.0,0.506879856127217,1.0,ms_1083,3-dehydroshikimate
1084,0.0,CHB_30918,8.0,3.21,0.0,,,ms_1084,3-dehydroshikimate
1085,-5.0,CHB_57328,30.0,,0.0,,,ms_1085,3'-dephospho-CoA
1086,-5.0,CHB_57328,30.0,,1.0,3.99763990886501,1.0,ms_1086,3'-dephospho-CoA
1087,-4.0,CHB_57328,31.0,12.95,0.0,,,ms_1087,3'-dephospho-CoA
1088,-4.0,CHB_57328,31.0,12.95,1.0,2.96060652900573,1.0,ms_1088,3'-dephospho-CoA
1089,-3.0,CHB_57328,32.0,12.34,0.0,,,ms_1089,3'-dephospho-CoA
1090,-3.0,CHB_57328,32.0,12.34,1.0,1.8110354504508,1.0,ms_1090,3'-dephospho-CoA
1091,-2.0,CHB_57328,33.0,10.07,0.0,,,ms_1091,3'-dephospho-CoA
1092,-2.0,CHB_57328,33.0,10.07,1.0,0.470986823426298,1.0,ms_1092,3'-dephospho-CoA
1093,-1.0,CHB_57328,34.0,3.29,0.0,,,ms_1093,3'-dephospho-CoA
1094,0.0,CHB_57328,35.0,2.01,0.0,,,ms_1094,3'-dephospho-CoA
1095,1.0,CHB_57328,36.0,1.33,0.0,,,ms_1095,3'-dephospho-CoA
1096,-1.0,CHB_28665,4.0,,0.0,,,ms_1096,3-Fluorobenzoate
1097,-1.0,CHB_28665,4.0,,1.0,0.229516420526114,1.0,ms_1097,3-Fluorobenzoate
1098,0.0,CHB_28665,5.0,3.76,0.0,,,ms_1098,3-Fluorobenzoate
1099,-1.0,CHB_11805,7.0,,0.0,,,ms_1099,3-hydroxy-2-methylpropanoate
1100,-1.0,CHB_11805,7.0,,1.0,-0.0315751272078506,1.0,ms_1100,3-hydroxy-2-methylpropanoate
1101,0.0,CHB_11805,8.0,4.37,0.0,,,ms_1101,3-hydroxy-2-methylpropanoate
1102,-1.0,PBC_15850356,7.0,,0.0,,,ms_1102,3-hydroxy-4-aminomethylpyridine
1103,0.0,PBC_15850356,8.0,9.94,0.0,,,ms_1103,3-hydroxy-4-aminomethylpyridine
1104,1.0,PBC_15850356,9.0,7.48,0.0,,,ms_1104,3-hydroxy-4-aminomethylpyridine
1105,2.0,PBC_15850356,10.0,3.32,0.0,,,ms_1105,3-hydroxy-4-aminomethylpyridine
1106,-2.0,CHS_61787,6.0,,0.0,,,ms_1106,3-hydroxy-4-methylbenzoic acid
1107,-2.0,CHS_61787,6.0,,1.0,1.25423325676147,1.0,ms_1107,3-hydroxy-4-methylbenzoic acid
1108,-1.0,CHS_61787,7.0,9.87,0.0,,,ms_1108,3-hydroxy-4-methylbenzoic acid
1109,-1.0,CHS_61787,7.0,9.87,1.0,0.165579544168461,1.0,ms_1109,3-hydroxy-4-methylbenzoic acid
1110,0.0,CHS_61787,8.0,4.06,0.0,,,ms_1110,3-hydroxy-4-methylbenzoic acid
1111,-3.0,MAN_10052,17.0,,0.0,,,ms_1111,3-hydroxy-4-methylbenzoic acid adenylate
1112,-3.0,MAN_10052,17.0,,1.0,3.99673795290521,1.0,ms_1112,3-hydroxy-4-methylbenzoic acid adenylate
1113,-2.0,MAN_10052,18.0,12.46,0.0,,,ms_1113,3-hydroxy-4-methylbenzoic acid adenylate
1114,-2.0,MAN_10052,18.0,12.46,1.0,3.17088143470811,1.0,ms_1114,3-hydroxy-4-methylbenzoic acid adenylate
1115,-1.0,MAN_10052,19.0,9.52,0.0,,,ms_1115,3-hydroxy-4-methylbenzoic acid adenylate
1116,-1.0,MAN_10052,19.0,9.52,1.0,1.85519828561934,1.0,ms_1116,3-hydroxy-4-methylbenzoic acid adenylate
1117,0.0,MAN_10052,20.0,1.56,0.0,,,ms_1117,3-hydroxy-4-methylbenzoic acid adenylate
1118,0.0,MAN_10052,20.0,1.56,1.0,0.595031135824279,1.0,ms_1118,3-hydroxy-4-methylbenzoic acid adenylate
1119,1.0,MAN_10052,21.0,0.7,0.0,,,ms_1119,3-hydroxy-4-methylbenzoic acid adenylate
1120,-2.0,CHB_15793,5.0,,0.0,,,ms_1120,3-hydroxyanthranilic acid
1121,-2.0,CHB_15793,5.0,,1.0,1.36693189390731,1.0,ms_1121,3-hydroxyanthranilic acid
1122,-1.0,CHB_15793,6.0,10.37,0.0,,,ms_1122,3-hydroxyanthranilic acid
1123,-1.0,CHB_15793,6.0,10.37,1.0,0.231488724718739,1.0,ms_1123,3-hydroxyanthranilic acid
1124,0.0,CHB_15793,7.0,7.47,0.0,,,ms_1124,3-hydroxyanthranilic acid
1125,0.0,CHB_15793,7.0,7.47,1.0,-0.979928093905229,1.0,ms_1125,3-hydroxyanthranilic acid
1126,1.0,CHB_15793,8.0,3.57,0.0,,,ms_1126,3-hydroxyanthranilic acid
1127,-3.0,MAN_10045,16.0,,0.0,,,ms_1127,3-hydroxyanthranilic acid adenylate
1128,-3.0,MAN_10045,16.0,,1.0,3.64480131307388,1.0,ms_1128,3-hydroxyanthranilic acid adenylate
1129,-2.0,MAN_10045,17.0,12.46,0.0,,,ms_1129,3-hydroxyanthranilic acid adenylate
1130,-2.0,MAN_10045,17.0,12.46,1.0,3.23712101752515,1.0,ms_1130,3-hydroxyanthranilic acid adenylate
1131,-1.0,MAN_10045,18.0,10.04,0.0,,,ms_1131,3-hydroxyanthranilic acid adenylate
1132,-1.0,MAN_10045,18.0,10.04,1.0,2.25304487484197,1.0,ms_1132,3-hydroxyanthranilic acid adenylate
1133,0.0,MAN_10045,19.0,2.31,0.0,,,ms_1133,3-hydroxyanthranilic acid adenylate
1134,0.0,MAN_10045,19.0,2.31,1.0,1.07610957490269,1.0,ms_1134,3-hydroxyanthranilic acid adenylate
1135,1.0,MAN_10045,20.0,1.46,0.0,,,ms_1135,3-hydroxyanthranilic acid adenylate
1136,1.0,MAN_10045,20.0,1.46,1.0,-0.27975131377521,1.0,ms_1136,3-hydroxyanthranilic acid adenylate
1137,2.0,MAN_10045,21.0,0.56,0.0,,,ms_1137,3-hydroxyanthranilic acid adenylate
1138,-1.0,CHB_16207,5.0,,0.0,,,ms_1138,3-hydroxybenzaldehyde
1139,0.0,CHB_16207,6.0,8.98,0.0,,,ms_1139,3-hydroxybenzaldehyde
1140,-2.0,CHB_30764,4.0,,0.0,,,ms_1140,3-hydroxybenzoic acid
1141,-2.0,CHB_30764,4.0,,1.0,1.11891131157122,1.0,ms_1141,3-hydroxybenzoic acid
1142,-1.0,CHB_30764,5.0,9.84,0.0,,,ms_1142,3-hydroxybenzoic acid
1143,-1.0,CHB_30764,5.0,9.84,1.0,1.148,0.0,ms_1143,3-hydroxybenzoic acid
1144,0.0,CHB_30764,6.0,4.1,0.0,,,ms_1144,3-hydroxybenzoic acid
1145,-3.0,MAN_10050,15.0,,0.0,,,ms_1145,3-hydroxybenzoic acid adenylate
1146,-3.0,MAN_10050,15.0,,1.0,3.80891649319959,1.0,ms_1146,3-hydroxybenzoic acid adenylate
1147,-2.0,MAN_10050,16.0,12.46,0.0,,,ms_1147,3-hydroxybenzoic acid adenylate
1148,-2.0,MAN_10050,16.0,12.46,1.0,2.91660174727552,1.0,ms_1148,3-hydroxybenzoic acid adenylate
1149,-1.0,MAN_10050,17.0,9.13,0.0,,,ms_1149,3-hydroxybenzoic acid adenylate
1150,-1.0,MAN_10050,17.0,9.13,1.0,1.90393012650504,1.0,ms_1150,3-hydroxybenzoic acid adenylate
1151,0.0,MAN_10050,18.0,1.56,0.0,,,ms_1151,3-hydroxybenzoic acid adenylate
1152,0.0,MAN_10050,18.0,1.56,1.0,0.754107522044005,1.0,ms_1152,3-hydroxybenzoic acid adenylate
1153,1.0,MAN_10050,19.0,0.7,0.0,,,ms_1153,3-hydroxybenzoic acid adenylate
1154,-1.0,CHB_17069,7.0,,0.0,,,ms_1154,3-hydroxybenzyl alcohol
1155,0.0,CHB_17069,8.0,9.38,0.0,,,ms_1155,3-hydroxybenzyl alcohol
1156,-1.0,CHB_16510,5.0,,0.0,,,ms_1156,3-hydroxypropanoate
1157,-1.0,CHB_16510,5.0,,1.0,-0.0467697588841016,1.0,ms_1157,3-hydroxypropanoate
1158,0.0,CHB_16510,6.0,4.52,0.0,,,ms_1158,3-hydroxypropanoate
1159,-2.0,PBC_151809,7.0,,0.0,,,ms_1159,3-hydroxypropyl phosphate
1160,-2.0,PBC_151809,7.0,,1.0,1.58018578771913,1.0,ms_1160,3-hydroxypropyl phosphate
1161,-1.0,PBC_151809,8.0,6.76,0.0,,,ms_1161,3-hydroxypropyl phosphate
1162,-1.0,PBC_151809,8.0,6.76,1.0,-0.896339064730812,1.0,ms_1162,3-hydroxypropyl phosphate
1163,0.0,PBC_151809,9.0,1.73,0.0,,,ms_1163,3-hydroxypropyl phosphate
1164,-1.0,MAN_10062,4.0,,0.0,,,ms_1164,3-hydroxypyridine-4-aldehyde
1165,0.0,MAN_10062,5.0,7.21,0.0,,,ms_1165,3-hydroxypyridine-4-aldehyde
1166,1.0,MAN_10062,6.0,3.86,0.0,,,ms_1166,3-hydroxypyridine-4-aldehyde
1167,0.0,CHB_17566,8.0,,0.0,,,ms_1167,3-indoleacetonitrile
1168,-1.0,PBC_12060,4.0,,0.0,,,ms_1168,3-Iodobenzoate
1169,-1.0,PBC_12060,4.0,,1.0,0.173322424246551,1.0,ms_1169,3-Iodobenzoate
1170,0.0,PBC_12060,5.0,3.94,0.0,,,ms_1170,3-Iodobenzoate
1171,-1.0,CHB_10589,7.0,,0.0,,,ms_1171,3-methylbenzoic acid
1172,-1.0,CHB_10589,7.0,,1.0,0.00523476462230609,1.0,ms_1172,3-methylbenzoic acid
1173,0.0,CHB_10589,8.0,4.23,0.0,,,ms_1173,3-methylbenzoic acid
1174,-2.0,MAN_10044,18.0,,0.0,,,ms_1174,3-methylbenzoic acid adenylate
1175,-2.0,MAN_10044,18.0,,1.0,2.87377753304973,1.0,ms_1175,3-methylbenzoic acid adenylate
1176,-1.0,MAN_10044,19.0,12.46,0.0,,,ms_1176,3-methylbenzoic acid adenylate
1177,-1.0,MAN_10044,19.0,12.46,1.0,2.15787923877082,1.0,ms_1177,3-methylbenzoic acid adenylate
1178,0.0,MAN_10044,20.0,1.56,0.0,,,ms_1178,3-methylbenzoic acid adenylate
1179,0.0,MAN_10044,20.0,1.56,1.0,0.918411766949428,1.0,ms_1179,3-methylbenzoic acid adenylate
1180,1.0,MAN_10044,21.0,0.7,0.0,,,ms_1180,3-methylbenzoic acid adenylate
1181,-3.0,PBC_11823089,17.0,,0.0,,,ms_1181,3-O--D-galactopyranosyl-D-arabinose
1182,-2.0,PBC_11823089,18.0,12.85,0.0,,,ms_1182,3-O--D-galactopyranosyl-D-arabinose
1183,-1.0,PBC_11823089,19.0,12.19,0.0,,,ms_1183,3-O--D-galactopyranosyl-D-arabinose
1184,0.0,PBC_11823089,20.0,11.27,0.0,,,ms_1184,3-O--D-galactopyranosyl-D-arabinose
1185,-3.0,MAN_10027,17.0,,0.0,,,ms_1185,3-O--D-glucopyranosyl-lyxopyranose
1186,-2.0,MAN_10027,18.0,12.85,0.0,,,ms_1186,3-O--D-glucopyranosyl-lyxopyranose
1187,-1.0,MAN_10027,19.0,12.19,0.0,,,ms_1187,3-O--D-glucopyranosyl-lyxopyranose
1188,0.0,MAN_10027,20.0,11.27,0.0,,,ms_1188,3-O--D-glucopyranosyl-lyxopyranose
1189,-5.0,CHB_57286,35.0,,0.0,,,ms_1189,3-oxobutanoyl-CoA
1190,-5.0,CHB_57286,35.0,,1.0,6.10214573607705,1.0,ms_1190,3-oxobutanoyl-CoA
1191,-4.0,CHB_57286,36.0,10.35,0.0,,,ms_1191,3-oxobutanoyl-CoA
1192,-4.0,CHB_57286,36.0,10.35,1.0,4.50928673969748,1.0,ms_1192,3-oxobutanoyl-CoA
1193,-3.0,CHB_57286,37.0,5.89,0.0,,,ms_1193,3-oxobutanoyl-CoA
1194,-3.0,CHB_57286,37.0,5.89,1.0,3.60073948506796,1.0,ms_1194,3-oxobutanoyl-CoA
1195,-2.0,CHB_57286,38.0,3.29,0.0,,,ms_1195,3-oxobutanoyl-CoA
1196,-2.0,CHB_57286,38.0,3.29,1.0,1.79206473403468,1.0,ms_1196,3-oxobutanoyl-CoA
1197,-1.0,CHB_57286,39.0,2.03,0.0,,,ms_1197,3-oxobutanoyl-CoA
1198,-1.0,CHB_57286,39.0,2.03,1.0,0.0456607123267676,1.0,ms_1198,3-oxobutanoyl-CoA
1199,0.0,CHB_57286,40.0,1.43,0.0,,,ms_1199,3-oxobutanoyl-CoA
1200,0.0,CHB_57286,40.0,1.43,1.0,-1.09360246702049,1.0,ms_1200,3-oxobutanoyl-CoA
1201,1.0,CHB_57286,41.0,0.73,0.0,,,ms_1201,3-oxobutanoyl-CoA
1202,1.0,CHB_57286,41.0,0.73,1.0,-2.45204117067593,1.0,ms_1202,3-oxobutanoyl-CoA
1203,-5.0,CHB_27648,39.0,,0.0,,,ms_1203,3-oxohexanoyl-CoA
1204,-5.0,CHB_27648,39.0,,1.0,5.45975317380614,1.0,ms_1204,3-oxohexanoyl-CoA
1205,-4.0,CHB_27648,40.0,9.86,0.0,,,ms_1205,3-oxohexanoyl-CoA
1206,-4.0,CHB_27648,40.0,9.86,1.0,5.05354764944246,1.0,ms_1206,3-oxohexanoyl-CoA
1207,-3.0,CHB_27648,41.0,5.89,0.0,,,ms_1207,3-oxohexanoyl-CoA
1208,-3.0,CHB_27648,41.0,5.89,1.0,4.15130829799061,1.0,ms_1208,3-oxohexanoyl-CoA
1209,-2.0,CHB_27648,42.0,3.29,0.0,,,ms_1209,3-oxohexanoyl-CoA
1210,-2.0,CHB_27648,42.0,3.29,1.0,1.80182481629608,1.0,ms_1210,3-oxohexanoyl-CoA
1211,-1.0,CHB_27648,43.0,2.03,0.0,,,ms_1211,3-oxohexanoyl-CoA
1212,-1.0,CHB_27648,43.0,2.03,1.0,0.338813515740472,1.0,ms_1212,3-oxohexanoyl-CoA
1213,0.0,CHB_27648,44.0,1.43,0.0,,,ms_1213,3-oxohexanoyl-CoA
1214,0.0,CHB_27648,44.0,1.43,1.0,-1.01483512112372,1.0,ms_1214,3-oxohexanoyl-CoA
1215,1.0,CHB_27648,45.0,0.73,0.0,,,ms_1215,3-oxohexanoyl-CoA
1216,1.0,CHB_27648,45.0,0.73,1.0,-2.37341559114893,1.0,ms_1216,3-oxohexanoyl-CoA
1217,-2.0,CHB_16943,4.0,,0.0,,,ms_1217,3-oxo-L-threonate
1218,-2.0,CHB_16943,4.0,,1.0,1.58507842827438,1.0,ms_1218,3-oxo-L-threonate
1219,-1.0,CHB_16943,5.0,12.43,0.0,,,ms_1219,3-oxo-L-threonate
1220,-1.0,CHB_16943,5.0,12.43,1.0,0.389304621111087,1.0,ms_1220,3-oxo-L-threonate
1221,0.0,CHB_16943,6.0,3.1,0.0,,,ms_1221,3-oxo-L-threonate
1222,-1.0,CHB_33190,3.0,,0.0,,,ms_1222,3-oxopropanoate
1223,-1.0,CHB_33190,3.0,,1.0,0.146328664771876,1.0,ms_1223,3-oxopropanoate
