,charge,compound_id,nh,pka,nmg,pkmg,pkmg_is_predicted,microspecies_id,name
0,-6.0,MAN_10155,12.0,,0.0,,,ms_0,"((2R,3S,4R,5R)-5-(2-amino-5-formamido-6-oxo-3,6-dihydropyrimidin-4-ylamino)-3,4-dihydroxytetrahydrofuran-2-yl)methyl tetrahydrogen triphosphate"
1,-6.0,MAN_10155,12.0,,1.0,9.89003058303741,1.0,ms_1,"((2R,3S,4R,5R)-5-(2-amino-5-formamido-6-oxo-3,6-dihydropyrimidin-4-ylamino)-3,4-dihydroxytetrahydrofuran-2-yl)methyl tetrahydrogen triphosphate"
2,-5.0,MAN_10155,13.0,12.54,0.0,,,ms_2,"((2R,3S,4R,5R)-5-(2-amino-5-formamido-6-oxo-3,6-dihydropyrimidin-4-ylamino)-3,4-dihydroxytetrahydrofuran-2-yl)methyl tetrahydrogen triphosphate"
3,-5.0,MAN_10155,13.0,12.54,1.0,8.3783878526191,1.0,ms_3,"((2R,3S,4R,5R)-5-(2-amino-5-formamido-6-oxo-3,6-dihydropyrimidin-4-ylamino)-3,4-dihydroxytetrahydrofuran-2-yl)methyl tetrahydrogen triphosphate"
4,-4.0,MAN_10155,14.0,7.95,0.0,,,ms_4,"((2R,3S,4R,5R)-5-(2-amino-5-formamido-6-oxo-3,6-dihydropyrimidin-4-ylamino)-3,4-dihydroxytetrahydrofuran-2-yl)methyl tetrahydrogen triphosphate"
5,-4.0,MAN_10155,14.0,7.95,1.0,6.3684692224397,1.0,ms_5,"((2R,3S,4R,5R)-5-(2-amino-5-formamido-6-oxo-3,6-dihydropyrimidin-4-ylamino)-3,4-dihydroxytetrahydrofuran-2-yl)methyl tetrahydrogen triphosphate"
6,-3.0,MAN_10155,15.0,7.27,0.0,,,ms_6,"((2R,3S,4R,5R)-5-(2-amino-5-formamido-6-oxo-3,6-dihydropyrimidin-4-ylamino)-3,4-dihydroxytetrahydrofuran-2-yl)methyl tetrahydrogen triphosphate"
7,-3.0,MAN_10155,15.0,7.27,1.0,3.91136519545666,1.0,ms_7,"((2R,3S,4R,5R)-5-(2-amino-5-formamido-6-oxo-3,6-dihydropyrimidin-4-ylamino)-3,4-dihydroxytetrahydrofuran-2-yl)methyl tetrahydrogen triphosphate"
8,-2.0,MAN_10155,16.0,3.3,0.0,,,ms_8,"((2R,3S,4R,5R)-5-(2-amino-5-formamido-6-oxo-3,6-dihydropyrimidin-4-ylamino)-3,4-dihydroxytetrahydrofuran-2-yl)methyl tetrahydrogen triphosphate"
9,-2.0,MAN_10155,16.0,3.3,1.0,2.24526207672307,1.0,ms_9,"((2R,3S,4R,5R)-5-(2-amino-5-formamido-6-oxo-3,6-dihydropyrimidin-4-ylamino)-3,4-dihydroxytetrahydrofuran-2-yl)methyl tetrahydrogen triphosphate"
10,-1.0,MAN_10155,17.0,2.53,0.0,,,ms_10,"((2R,3S,4R,5R)-5-(2-amino-5-formamido-6-oxo-3,6-dihydropyrimidin-4-ylamino)-3,4-dihydroxytetrahydrofuran-2-yl)methyl tetrahydrogen triphosphate"
11,-1.0,MAN_10155,17.0,2.53,1.0,1.30774643585861,1.0,ms_11,"((2R,3S,4R,5R)-5-(2-amino-5-formamido-6-oxo-3,6-dihydropyrimidin-4-ylamino)-3,4-dihydroxytetrahydrofuran-2-yl)methyl tetrahydrogen triphosphate"
12,0.0,MAN_10155,18.0,0.9,0.0,,,ms_12,"((2R,3S,4R,5R)-5-(2-amino-5-formamido-6-oxo-3,6-dihydropyrimidin-4-ylamino)-3,4-dihydroxytetrahydrofuran-2-yl)methyl tetrahydrogen triphosphate"
13,-2.0,MAN_10123,4.0,,0.0,,,ms_13,(-)-4-carboxymethyl----but-2-en-4-olide
14,-2.0,MAN_10123,4.0,,1.0,1.69624034565234,1.0,ms_14,(-)-4-carboxymethyl----but-2-en-4-olide
15,-1.0,MAN_10123,5.0,10.46,0.0,,,ms_15,(-)-4-carboxymethyl----but-2-en-4-olide
16,-1.0,MAN_10123,5.0,10.46,1.0,0.563525570802096,1.0,ms_16,(-)-4-carboxymethyl----but-2-en-4-olide
17,0.0,MAN_10123,6.0,3.85,0.0,,,ms_17,(-)-4-carboxymethyl----but-2-en-4-olide
18,-2.0,CHB_15412,4.0,,0.0,,,ms_18,(-)-ureidoglycolate
19,-2.0,CHB_15412,4.0,,1.0,2.28626058683202,1.0,ms_19,(-)-ureidoglycolate
20,-1.0,CHB_15412,5.0,12.09,0.0,,,ms_20,(-)-ureidoglycolate
21,-1.0,CHB_15412,5.0,12.09,1.0,0.247769869369108,1.0,ms_21,(-)-ureidoglycolate
22,0.0,CHB_15412,6.0,2.94,0.0,,,ms_22,(-)-ureidoglycolate
23,0.0,CHB_15398,16.0,,0.0,,,ms_23,(+)-5-exo-hydroxycamphor
24,0.0,CHB_15396,16.0,,0.0,,,ms_24,(+)-camphor
25,0.0,PBC_12297,14.0,,0.0,,,ms_25,(+/-)-2-hexanol
26,0.0,CHS_190875,18.0,,0.0,,,ms_26,(+/-)-cis-2-benzyl-1-cyclohexanol
27,0.0,PBC_15046,16.0,,0.0,,,ms_27,(+/-)-cis-2-phenyl-1-cyclohexanol
28,0.0,PBC_11418,14.0,,0.0,,,ms_28,(+/-)-trans-2-methyl-1-cyclohexanol
29,0.0,PBC_102793,16.0,,0.0,,,ms_29,(+/-)-trans-2-phenyl-1-cyclohexanol
30,0.0,CHB_35687,10.0,,0.0,,,ms_30,(1)-2-butanol
31,-3.0,CHB_15404,7.0,,0.0,,,ms_31,"(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate"
32,-3.0,CHB_15404,7.0,,1.0,3.7445643956612,1.0,ms_32,"(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate"
33,-2.0,CHB_15404,8.0,5.2,0.0,,,ms_33,"(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate"
34,-2.0,CHB_15404,8.0,5.2,1.0,1.76697109952452,1.0,ms_34,"(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate"
35,-1.0,CHB_15404,9.0,3.93,0.0,,,ms_35,"(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate"
36,-1.0,CHB_15404,9.0,3.93,1.0,0.0527568977059793,1.0,ms_36,"(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate"
37,0.0,CHB_15404,10.0,3.12,0.0,,,ms_37,"(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate"
38,-2.0,CHB_15573,6.0,,0.0,,,ms_38,(2-aminoethyl)phosphonate
39,-2.0,CHB_15573,6.0,,1.0,3.12136112373,0.0,ms_39,(2-aminoethyl)phosphonate
40,-1.0,CHB_15573,7.0,11.47,0.0,,,ms_40,(2-aminoethyl)phosphonate
41,-1.0,CHB_15573,7.0,11.47,1.0,1.86336645521,0.0,ms_41,(2-aminoethyl)phosphonate
42,0.0,CHB_15573,8.0,6.36,0.0,,,ms_42,(2-aminoethyl)phosphonate
43,1.0,CHB_15573,9.0,1.22,0.0,,,ms_43,(2-aminoethyl)phosphonate
44,-2.0,PBC_161843,3.0,,0.0,,,ms_44,"(2R,3R)-erythro-fluoromalate"
45,-2.0,PBC_161843,3.0,,1.0,2.19872351537443,1.0,ms_45,"(2R,3R)-erythro-fluoromalate"
46,-1.0,PBC_161843,4.0,4.59,0.0,,,ms_46,"(2R,3R)-erythro-fluoromalate"
47,-1.0,PBC_161843,4.0,4.59,1.0,0.236869638223759,1.0,ms_47,"(2R,3R)-erythro-fluoromalate"
48,0.0,PBC_161843,5.0,2.99,0.0,,,ms_48,"(2R,3R)-erythro-fluoromalate"
49,-2.0,CHB_15582,8.0,,0.0,,,ms_49,"(2R,3S)-2,3-dimethylmalate"
50,-2.0,CHB_15582,8.0,,1.0,1.84869030697858,1.0,ms_50,"(2R,3S)-2,3-dimethylmalate"
51,-1.0,CHB_15582,9.0,5.4,0.0,,,ms_51,"(2R,3S)-2,3-dimethylmalate"
52,-1.0,CHB_15582,9.0,5.4,1.0,0.0764399801766941,1.0,ms_52,"(2R,3S)-2,3-dimethylmalate"
53,0.0,CHB_15582,10.0,3.5,0.0,,,ms_53,"(2R,3S)-2,3-dimethylmalate"
54,-2.0,CHB_28777,10.0,,0.0,,,ms_54,"(2S)-4',7-dihydroxyflavanone"
55,-1.0,CHB_28777,11.0,9.48,0.0,,,ms_55,"(2S)-4',7-dihydroxyflavanone"
56,0.0,CHB_28777,12.0,7.79,0.0,,,ms_56,"(2S)-4',7-dihydroxyflavanone"
57,0.0,CHB_16290,44.0,,0.0,,,ms_57,"(3,5)-cholesta-7,24-diene-3-ol"
58,0.0,CHB_18252,44.0,,0.0,,,ms_58,"(3,5)-cholesta-8,24-diene-3-ol"
59,-2.0,CHB_16122,6.0,,0.0,,,ms_59,"(3,5-diiodo-4-hydroxyphenyl)lactate"
60,-2.0,CHB_16122,6.0,,1.0,1.56486170636127,1.0,ms_60,"(3,5-diiodo-4-hydroxyphenyl)lactate"
61,-1.0,CHB_16122,7.0,7.26,0.0,,,ms_61,"(3,5-diiodo-4-hydroxyphenyl)lactate"
62,-1.0,CHB_16122,7.0,7.26,1.0,0.360592775719291,1.0,ms_62,"(3,5-diiodo-4-hydroxyphenyl)lactate"
63,0.0,CHB_16122,8.0,2.16,0.0,,,ms_63,"(3,5-diiodo-4-hydroxyphenyl)lactate"
64,-2.0,CHB_17131,4.0,,0.0,,,ms_64,"(3,5-diiodo-4-hydroxyphenyl)pyruvate"
65,-2.0,CHB_17131,4.0,,1.0,2.25813420260672,1.0,ms_65,"(3,5-diiodo-4-hydroxyphenyl)pyruvate"
66,-1.0,CHB_17131,5.0,7.25,0.0,,,ms_66,"(3,5-diiodo-4-hydroxyphenyl)pyruvate"
67,-1.0,CHB_17131,5.0,7.25,1.0,1.00624662906594,1.0,ms_67,"(3,5-diiodo-4-hydroxyphenyl)pyruvate"
68,0.0,CHB_17131,6.0,1.55,0.0,,,ms_68,"(3,5-diiodo-4-hydroxyphenyl)pyruvate"
69,-4.0,MAN_10105,7.0,,0.0,,,ms_69,(3-phospho-D-glycerol-aminomethyl)phosphonate
70,-4.0,MAN_10105,7.0,,1.0,4.84035401880639,1.0,ms_70,(3-phospho-D-glycerol-aminomethyl)phosphonate
71,-3.0,MAN_10105,8.0,11.94,0.0,,,ms_71,(3-phospho-D-glycerol-aminomethyl)phosphonate
72,-3.0,MAN_10105,8.0,11.94,1.0,3.59540392418697,1.0,ms_72,(3-phospho-D-glycerol-aminomethyl)phosphonate
73,-2.0,MAN_10105,9.0,8.71,0.0,,,ms_73,(3-phospho-D-glycerol-aminomethyl)phosphonate
74,-2.0,MAN_10105,9.0,8.71,1.0,1.8910907653917,1.0,ms_74,(3-phospho-D-glycerol-aminomethyl)phosphonate
75,-1.0,MAN_10105,10.0,6.33,0.0,,,ms_75,(3-phospho-D-glycerol-aminomethyl)phosphonate
76,-1.0,MAN_10105,10.0,6.33,1.0,-0.409332672518073,1.0,ms_76,(3-phospho-D-glycerol-aminomethyl)phosphonate
77,0.0,MAN_10105,11.0,1.31,0.0,,,ms_77,(3-phospho-D-glycerol-aminomethyl)phosphonate
78,-4.0,MAN_10107,7.0,,0.0,,,ms_78,(3-phospho-D-glycerol-chloroethyl)phosphonate
79,-4.0,MAN_10107,7.0,,1.0,3.72845501209085,1.0,ms_79,(3-phospho-D-glycerol-chloroethyl)phosphonate
80,-3.0,MAN_10107,8.0,11.94,0.0,,,ms_80,(3-phospho-D-glycerol-chloroethyl)phosphonate
81,-3.0,MAN_10107,8.0,11.94,1.0,2.40159892286325,1.0,ms_81,(3-phospho-D-glycerol-chloroethyl)phosphonate
82,-2.0,MAN_10107,9.0,6.33,0.0,,,ms_82,(3-phospho-D-glycerol-chloroethyl)phosphonate
83,-2.0,MAN_10107,9.0,6.33,1.0,0.046748508762969,1.0,ms_83,(3-phospho-D-glycerol-chloroethyl)phosphonate
84,-1.0,MAN_10107,10.0,1.62,0.0,,,ms_84,(3-phospho-D-glycerol-chloroethyl)phosphonate
85,-1.0,MAN_10107,10.0,1.62,1.0,-1.37746308842484,1.0,ms_85,(3-phospho-D-glycerol-chloroethyl)phosphonate
86,0.0,MAN_10107,11.0,1.01,0.0,,,ms_86,(3-phospho-D-glycerol-chloroethyl)phosphonate
87,-4.0,MAN_10104,5.0,,0.0,,,ms_87,(3-phospho-D-glycerol-chloromethyl)phosphonate
88,-4.0,MAN_10104,5.0,,1.0,3.97386134838071,1.0,ms_88,(3-phospho-D-glycerol-chloromethyl)phosphonate
89,-3.0,MAN_10104,6.0,11.94,0.0,,,ms_89,(3-phospho-D-glycerol-chloromethyl)phosphonate
90,-3.0,MAN_10104,6.0,11.94,1.0,2.79551072384881,1.0,ms_90,(3-phospho-D-glycerol-chloromethyl)phosphonate
91,-2.0,MAN_10104,7.0,6.33,0.0,,,ms_91,(3-phospho-D-glycerol-chloromethyl)phosphonate
92,-2.0,MAN_10104,7.0,6.33,1.0,0.426934713176472,1.0,ms_92,(3-phospho-D-glycerol-chloromethyl)phosphonate
93,-1.0,MAN_10104,8.0,1.51,0.0,,,ms_93,(3-phospho-D-glycerol-chloromethyl)phosphonate
94,0.0,MAN_10104,9.0,0.88,0.0,,,ms_94,(3-phospho-D-glycerol-chloromethyl)phosphonate
95,-4.0,MAN_10108,8.0,,0.0,,,ms_95,(3-phospho-D-glycerol-ethyl)phosphonate
96,-4.0,MAN_10108,8.0,,1.0,4.03125410131376,1.0,ms_96,(3-phospho-D-glycerol-ethyl)phosphonate
97,-3.0,MAN_10108,9.0,11.94,0.0,,,ms_97,(3-phospho-D-glycerol-ethyl)phosphonate
98,-3.0,MAN_10108,9.0,11.94,1.0,2.83898913111129,1.0,ms_98,(3-phospho-D-glycerol-ethyl)phosphonate
99,-2.0,MAN_10108,10.0,6.33,0.0,,,ms_99,(3-phospho-D-glycerol-ethyl)phosphonate
100,-2.0,MAN_10108,10.0,6.33,1.0,0.453753732011356,1.0,ms_100,(3-phospho-D-glycerol-ethyl)phosphonate
101,-1.0,MAN_10108,11.0,1.63,0.0,,,ms_101,(3-phospho-D-glycerol-ethyl)phosphonate
102,-1.0,MAN_10108,11.0,1.63,1.0,-0.966337207590709,1.0,ms_102,(3-phospho-D-glycerol-ethyl)phosphonate
103,0.0,MAN_10108,12.0,1.02,0.0,,,ms_103,(3-phospho-D-glycerol-ethyl)phosphonate
104,-4.0,MAN_10109,6.0,,0.0,,,ms_104,(3-phospho-D-glycerol-methoxy)phosphonate
105,-4.0,MAN_10109,6.0,,1.0,5.63456155060853,1.0,ms_105,(3-phospho-D-glycerol-methoxy)phosphonate
106,-3.0,MAN_10109,7.0,11.93,0.0,,,ms_106,(3-phospho-D-glycerol-methoxy)phosphonate
107,-3.0,MAN_10109,7.0,11.93,1.0,3.98821952647323,1.0,ms_107,(3-phospho-D-glycerol-methoxy)phosphonate
108,-2.0,MAN_10109,8.0,6.33,0.0,,,ms_108,(3-phospho-D-glycerol-methoxy)phosphonate
109,-2.0,MAN_10109,8.0,6.33,1.0,1.81516757407618,1.0,ms_109,(3-phospho-D-glycerol-methoxy)phosphonate
110,-1.0,MAN_10109,9.0,1.43,0.0,,,ms_110,(3-phospho-D-glycerol-methoxy)phosphonate
111,-1.0,MAN_10109,9.0,1.43,1.0,0.890634845257473,1.0,ms_111,(3-phospho-D-glycerol-methoxy)phosphonate
112,0.0,MAN_10109,10.0,0.69,0.0,,,ms_112,(3-phospho-D-glycerol-methoxy)phosphonate
113,-4.0,MAN_10106,6.0,,0.0,,,ms_113,(3-phospho-D-glycerol-methyl)phosphonate
114,-4.0,MAN_10106,6.0,,1.0,4.0253548224647,1.0,ms_114,(3-phospho-D-glycerol-methyl)phosphonate
115,-3.0,MAN_10106,7.0,11.94,0.0,,,ms_115,(3-phospho-D-glycerol-methyl)phosphonate
116,-3.0,MAN_10106,7.0,11.94,1.0,2.61985661149527,1.0,ms_116,(3-phospho-D-glycerol-methyl)phosphonate
117,-2.0,MAN_10106,8.0,6.33,0.0,,,ms_117,(3-phospho-D-glycerol-methyl)phosphonate
118,-2.0,MAN_10106,8.0,6.33,1.0,0.297634326052448,1.0,ms_118,(3-phospho-D-glycerol-methyl)phosphonate
119,-1.0,MAN_10106,9.0,1.66,0.0,,,ms_119,(3-phospho-D-glycerol-methyl)phosphonate
120,-1.0,MAN_10106,9.0,1.66,1.0,-1.09073168763758,1.0,ms_120,(3-phospho-D-glycerol-methyl)phosphonate
121,0.0,MAN_10106,10.0,1.05,0.0,,,ms_121,(3-phospho-D-glycerol-methyl)phosphonate
122,-4.0,MAN_10006,4.0,,0.0,,,ms_122,(3-phospho-D-glyceroyl)phosphonate
123,-4.0,MAN_10006,4.0,,1.0,4.34661876189817,1.0,ms_123,(3-phospho-D-glyceroyl)phosphonate
124,-3.0,MAN_10006,5.0,11.95,0.0,,,ms_124,(3-phospho-D-glyceroyl)phosphonate
125,-3.0,MAN_10006,5.0,11.95,1.0,2.96292465678518,1.0,ms_125,(3-phospho-D-glyceroyl)phosphonate
126,-2.0,MAN_10006,6.0,6.33,0.0,,,ms_126,(3-phospho-D-glyceroyl)phosphonate
127,-2.0,MAN_10006,6.0,6.33,1.0,0.680730149693089,1.0,ms_127,(3-phospho-D-glyceroyl)phosphonate
128,-1.0,MAN_10006,7.0,1.78,0.0,,,ms_128,(3-phospho-D-glyceroyl)phosphonate
129,0.0,MAN_10006,8.0,1.13,0.0,,,ms_129,(3-phospho-D-glyceroyl)phosphonate
130,-5.0,CHB_15452,37.0,,0.0,,,ms_130,(3R)-3-hydroxybutanoyl-CoA
131,-5.0,CHB_15452,37.0,,1.0,5.18890372209702,1.0,ms_131,(3R)-3-hydroxybutanoyl-CoA
132,-4.0,CHB_15452,38.0,12.61,0.0,,,ms_132,(3R)-3-hydroxybutanoyl-CoA
133,-4.0,CHB_15452,38.0,12.61,1.0,4.0097697583697,1.0,ms_133,(3R)-3-hydroxybutanoyl-CoA
134,-3.0,CHB_15452,39.0,5.89,0.0,,,ms_134,(3R)-3-hydroxybutanoyl-CoA
135,-3.0,CHB_15452,39.0,5.89,1.0,3.12710414671764,1.0,ms_135,(3R)-3-hydroxybutanoyl-CoA
136,-2.0,CHB_15452,40.0,3.29,0.0,,,ms_136,(3R)-3-hydroxybutanoyl-CoA
137,-2.0,CHB_15452,40.0,3.29,1.0,0.595911293745004,1.0,ms_137,(3R)-3-hydroxybutanoyl-CoA
138,-1.0,CHB_15452,41.0,2.03,0.0,,,ms_138,(3R)-3-hydroxybutanoyl-CoA
139,-1.0,CHB_15452,41.0,2.03,1.0,0.0454187267595931,1.0,ms_139,(3R)-3-hydroxybutanoyl-CoA
140,0.0,CHB_15452,42.0,1.43,0.0,,,ms_140,(3R)-3-hydroxybutanoyl-CoA
141,0.0,CHB_15452,42.0,1.43,1.0,-1.21940513499837,1.0,ms_141,(3R)-3-hydroxybutanoyl-CoA
142,1.0,CHB_15452,43.0,0.73,0.0,,,ms_142,(3R)-3-hydroxybutanoyl-CoA
143,1.0,CHB_15452,43.0,0.73,1.0,-2.56439178578359,1.0,ms_143,(3R)-3-hydroxybutanoyl-CoA
144,-5.0,CHB_74474,41.0,,0.0,,,ms_144,(3R)-3-hydroxyhexanoyl-CoA
145,-5.0,CHB_74474,41.0,,1.0,5.33240930902783,1.0,ms_145,(3R)-3-hydroxyhexanoyl-CoA
146,-4.0,CHB_74474,42.0,12.61,0.0,,,ms_146,(3R)-3-hydroxyhexanoyl-CoA
147,-4.0,CHB_74474,42.0,12.61,1.0,4.19939548724885,1.0,ms_147,(3R)-3-hydroxyhexanoyl-CoA
148,-3.0,CHB_74474,43.0,5.89,0.0,,,ms_148,(3R)-3-hydroxyhexanoyl-CoA
149,-3.0,CHB_74474,43.0,5.89,1.0,3.29378161372598,1.0,ms_149,(3R)-3-hydroxyhexanoyl-CoA
150,-2.0,CHB_74474,44.0,3.29,0.0,,,ms_150,(3R)-3-hydroxyhexanoyl-CoA
151,-2.0,CHB_74474,44.0,3.29,1.0,1.00734627067424,1.0,ms_151,(3R)-3-hydroxyhexanoyl-CoA
152,-1.0,CHB_74474,45.0,2.03,0.0,,,ms_152,(3R)-3-hydroxyhexanoyl-CoA
153,-1.0,CHB_74474,45.0,2.03,1.0,-0.320418635498279,1.0,ms_153,(3R)-3-hydroxyhexanoyl-CoA
154,0.0,CHB_74474,46.0,1.43,0.0,,,ms_154,(3R)-3-hydroxyhexanoyl-CoA
155,0.0,CHB_74474,46.0,1.43,1.0,-1.67834608677122,1.0,ms_155,(3R)-3-hydroxyhexanoyl-CoA
156,1.0,CHB_74474,47.0,0.73,0.0,,,ms_156,(3R)-3-hydroxyhexanoyl-CoA
157,1.0,CHB_74474,47.0,0.73,1.0,-3.09265418403397,1.0,ms_157,(3R)-3-hydroxyhexanoyl-CoA
158,-3.0,PBC_193291,0.0,,0.0,,,ms_158,(3R)-fluorooxalacetate
159,-3.0,PBC_193291,0.0,,1.0,4.03809783012811,1.0,ms_159,(3R)-fluorooxalacetate
160,-2.0,PBC_193291,1.0,12.28,0.0,,,ms_160,(3R)-fluorooxalacetate
161,-2.0,PBC_193291,1.0,12.28,1.0,2.86894767161435,1.0,ms_161,(3R)-fluorooxalacetate
162,-1.0,PBC_193291,2.0,3.03,0.0,,,ms_162,(3R)-fluorooxalacetate
163,-1.0,PBC_193291,2.0,3.03,1.0,1.04240278729047,1.0,ms_163,(3R)-fluorooxalacetate
164,0.0,PBC_193291,3.0,2.16,0.0,,,ms_164,(3R)-fluorooxalacetate
165,-1.0,CHB_15613,13.0,,0.0,,,ms_165,"(3S)-3,6-diaminohexanoate"
166,-1.0,CHB_15613,13.0,,1.0,0.796087144896614,1.0,ms_166,"(3S)-3,6-diaminohexanoate"
167,0.0,CHB_15613,14.0,10.71,0.0,,,ms_167,"(3S)-3,6-diaminohexanoate"
168,0.0,CHB_15613,14.0,10.71,1.0,-0.535045290123454,1.0,ms_168,"(3S)-3,6-diaminohexanoate"
169,1.0,CHB_15613,15.0,10.04,0.0,,,ms_169,"(3S)-3,6-diaminohexanoate"
170,1.0,CHB_15613,15.0,10.04,1.0,-1.83118228450325,1.0,ms_170,"(3S)-3,6-diaminohexanoate"
171,2.0,CHB_15613,16.0,4.25,0.0,,,ms_171,"(3S)-3,6-diaminohexanoate"
172,-5.0,CHB_28276,41.0,,0.0,,,ms_172,(3S)-3-hydroxyhexanoyl-CoA
173,-5.0,CHB_28276,41.0,,1.0,5.01868258050363,1.0,ms_173,(3S)-3-hydroxyhexanoyl-CoA
174,-4.0,CHB_28276,42.0,12.61,0.0,,,ms_174,(3S)-3-hydroxyhexanoyl-CoA
175,-4.0,CHB_28276,42.0,12.61,1.0,3.86630778170983,1.0,ms_175,(3S)-3-hydroxyhexanoyl-CoA
176,-3.0,CHB_28276,43.0,5.89,0.0,,,ms_176,(3S)-3-hydroxyhexanoyl-CoA
177,-3.0,CHB_28276,43.0,5.89,1.0,2.9886706305862,1.0,ms_177,(3S)-3-hydroxyhexanoyl-CoA
178,-2.0,CHB_28276,44.0,3.29,0.0,,,ms_178,(3S)-3-hydroxyhexanoyl-CoA
179,-2.0,CHB_28276,44.0,3.29,1.0,0.476201920261781,1.0,ms_179,(3S)-3-hydroxyhexanoyl-CoA
180,-1.0,CHB_28276,45.0,2.03,0.0,,,ms_180,(3S)-3-hydroxyhexanoyl-CoA
181,-1.0,CHB_28276,45.0,2.03,1.0,-0.181245745402461,1.0,ms_181,(3S)-3-hydroxyhexanoyl-CoA
182,0.0,CHB_28276,46.0,1.43,0.0,,,ms_182,(3S)-3-hydroxyhexanoyl-CoA
183,0.0,CHB_28276,46.0,1.43,1.0,-1.23571496722265,1.0,ms_183,(3S)-3-hydroxyhexanoyl-CoA
184,1.0,CHB_28276,47.0,0.73,0.0,,,ms_184,(3S)-3-hydroxyhexanoyl-CoA
185,1.0,CHB_28276,47.0,0.73,1.0,-2.60614883673983,1.0,ms_185,(3S)-3-hydroxyhexanoyl-CoA
186,-5.0,CHB_15453,37.0,,0.0,,,ms_186,(3S)-hydroxybutanoyl-coenzyme A
187,-5.0,CHB_15453,37.0,,1.0,5.17286583805825,1.0,ms_187,(3S)-hydroxybutanoyl-coenzyme A
188,-4.0,CHB_15453,38.0,12.61,0.0,,,ms_188,(3S)-hydroxybutanoyl-coenzyme A
189,-4.0,CHB_15453,38.0,12.61,1.0,4.03038090971851,1.0,ms_189,(3S)-hydroxybutanoyl-coenzyme A
190,-3.0,CHB_15453,39.0,5.89,0.0,,,ms_190,(3S)-hydroxybutanoyl-coenzyme A
191,-3.0,CHB_15453,39.0,5.89,1.0,3.52789974308711,1.0,ms_191,(3S)-hydroxybutanoyl-coenzyme A
192,-2.0,CHB_15453,40.0,3.29,0.0,,,ms_192,(3S)-hydroxybutanoyl-coenzyme A
193,-2.0,CHB_15453,40.0,3.29,1.0,0.601865325280595,1.0,ms_193,(3S)-hydroxybutanoyl-coenzyme A
194,-1.0,CHB_15453,41.0,2.03,0.0,,,ms_194,(3S)-hydroxybutanoyl-coenzyme A
195,-1.0,CHB_15453,41.0,2.03,1.0,0.38588798941932,1.0,ms_195,(3S)-hydroxybutanoyl-coenzyme A
196,0.0,CHB_15453,42.0,1.43,0.0,,,ms_196,(3S)-hydroxybutanoyl-coenzyme A
197,0.0,CHB_15453,42.0,1.43,1.0,-1.20059256947905,1.0,ms_197,(3S)-hydroxybutanoyl-coenzyme A
198,1.0,CHB_15453,43.0,0.73,0.0,,,ms_198,(3S)-hydroxybutanoyl-coenzyme A
199,1.0,CHB_15453,43.0,0.73,1.0,-2.56750563055559,1.0,ms_199,(3S)-hydroxybutanoyl-coenzyme A
200,0.0,MAN_10140,6.0,,0.0,,,ms_200,(4-nitrophenyl)analide
201,1.0,MAN_10140,7.0,1.19,0.0,,,ms_201,(4-nitrophenyl)analide
202,-2.0,CHS_10454824,4.0,,0.0,,,ms_202,(aminomethyl)phosphonate
203,-2.0,CHS_10454824,4.0,,1.0,2.87173291041,0.0,ms_203,(aminomethyl)phosphonate
204,-1.0,CHS_10454824,5.0,10.45,0.0,,,ms_204,(aminomethyl)phosphonate
205,-1.0,CHS_10454824,5.0,10.45,1.0,1.77336645521,0.0,ms_205,(aminomethyl)phosphonate
206,0.0,CHS_10454824,6.0,5.61,0.0,,,ms_206,(aminomethyl)phosphonate
207,-2.0,CHS_5422719,4.0,,0.0,,,ms_207,(chloroethyl)phosphonate
208,-2.0,CHS_5422719,4.0,,1.0,1.33389735714697,1.0,ms_208,(chloroethyl)phosphonate
209,-1.0,CHS_5422719,5.0,8.28,0.0,,,ms_209,(chloroethyl)phosphonate
210,0.0,CHS_5422719,6.0,1.79,0.0,,,ms_210,(chloroethyl)phosphonate
211,-2.0,MAN_10112,2.0,,0.0,,,ms_211,(chloromethyl)phosphonate
212,-2.0,MAN_10112,2.0,,1.0,2.47673291041,0.0,ms_212,(chloromethyl)phosphonate
213,-1.0,MAN_10112,3.0,6.6,0.0,,,ms_213,(chloromethyl)phosphonate
214,0.0,MAN_10112,4.0,1.55,0.0,,,ms_214,(chloromethyl)phosphonate
215,0.0,CHB_61748,14.0,,0.0,,,ms_215,(E)-2-octenal
216,0.0,PBC_5317045,16.0,,0.0,,,ms_216,(E)-3-nonen-2-one
217,0.0,CHB_78399,10.0,,0.0,,,ms_217,(E)-4-phenyl-3-buten-2-one
218,-3.0,CHB_4593,1.0,,0.0,,,ms_218,(E)-dihydroxyfumarate
219,-3.0,CHB_4593,1.0,,1.0,4.04756945504251,1.0,ms_219,(E)-dihydroxyfumarate
220,-2.0,CHB_4593,2.0,10.49,0.0,,,ms_220,(E)-dihydroxyfumarate
221,-2.0,CHB_4593,2.0,10.49,1.0,2.47914723986314,1.0,ms_221,(E)-dihydroxyfumarate
